ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Boardwalk Empire,https://reelgood.com/show/boardwalk-empire-2010,8.5,86.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2010 - 2014,5 Seasons,Series Ended,"['HBO', 'HBO MAX']",Country: America
Sense8,https://reelgood.com/show/sense8-2015,8.3,86.0,"['Drama', 'Fantasy', 'LGBTQ', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2015 - 2018,2 Seasons,Series Ended,['Netflix'],Country: America
Six Feet Under,https://reelgood.com/show/six-feet-under-2001,8.7,86.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2001 - 2005,5 Seasons,Series Ended,"['Prime Video', 'HBO', 'HBO MAX']",Country: America
Once Upon a Time,https://reelgood.com/show/once-upon-a-time-2011,7.7,85.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2011 - 2018,7 Seasons,Series Ended,['Netflix'],Country: America
Arrow,https://reelgood.com/show/arrow-2012,7.5,86.0,"['Action & Adventure', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2012 - 2020,8 Seasons,Series Ended,['Netflix'],Country: America
24,https://reelgood.com/show/24-2001,8.3,86.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2001 - 2014,9 Seasons,Series Ended,['Hulu'],Country: America
What We Do in the Shadows,https://reelgood.com/show/what-we-do-in-the-shadows-2019,8.5,86.0,"['Comedy', 'Fantasy', 'Horror']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['Hulu'],Country: America
Chuck,https://reelgood.com/show/chuck-2007,8.2,86.0,"['Action & Adventure', 'Comedy', 'Drama']",Rated: 14+ (TV-14),2007 - 2012,5 Seasons,Series Ended,['Prime Video'],Country: America
Planet Earth II,https://reelgood.com/show/planet-earth-ii-2016,9.5,86.0,['Documentary'],Rated: All (TV-G),2016 - 2017,1 Season,Series Ended,['Prime Video'],Country: United Kingdom
Broadchurch,https://reelgood.com/show/broadchurch-2013,8.4,86.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2013 - 2017,3 Seasons,Series Ended,['Netflix'],Country: United Kingdom
Buffy the Vampire Slayer,https://reelgood.com/show/buffy-the-vampire-slayer-1997,8.2,86.0,"['Action & Adventure', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Science-Fiction']",Rated: 7+ (TV-PG),1997 - 2003,7 Seasons,Series Ended,['Hulu'],Country: America
White Collar,https://reelgood.com/show/white-collar-2009,8.2,86.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2009 - 2014,6 Seasons,Series Ended,['Hulu'],Country: America
Pride and Prejudice,https://reelgood.com/show/pride-and-prejudice-1995,8.8,85.0,['Drama'],Rated: All (TV-G),1995 - 1995,1 Season,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'BritBox']",Country: United Kingdom
Legion,https://reelgood.com/show/legion-2017,8.3,86.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2017 - 2019,3 Seasons,Series Ended,['Hulu'],Country: America
The West Wing,https://reelgood.com/show/the-west-wing-1999,8.8,85.0,['Drama'],Rated: 14+ (TV-14),1999 - 2006,7 Seasons,Series Ended,['Netflix'],Country: America
Billions,https://reelgood.com/show/billions-2016,8.4,85.0,['Drama'],Rated: 18+ (TV-MA),2016 - Present,5 Seasons,Returning: Date TBA,"['fuboTV', 'Showtime']",Country: America
The Night Of,https://reelgood.com/show/the-night-of-2016,8.5,85.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2016 - 2016,1 Season,Series Ended,"['HBO', 'HBO MAX']",Country: America
"Love, Death & Robots",https://reelgood.com/show/love-death-robots-2019,8.5,85.0,"['Animation', 'Comedy', 'Fantasy', 'Horror', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: America
Psych,https://reelgood.com/show/psych-2006,8.3,85.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),2006 - 2014,8 Seasons,Series Ended,['Prime Video'],Country: America
Kingdom,https://reelgood.com/show/kingdom-2019,8.4,85.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: South Korea
Kingdom,https://reelgood.com/show/kingdom-2019,8.5,84.0,"['Drama', 'Sport']",Rated: 18+ (TV-MA),2014 - 2017,3 Seasons,Series Ended,['Netflix'],Country: America
Kingdom,https://reelgood.com/show/kingdom-2019,7.9,58.0,"['Comedy', 'Drama']",,2007 - 2009,3 Seasons,Series Ended,"['Hulu', 'AcornTV']",
Kingdom,https://reelgood.com/show/kingdom-2019,8.0,55.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama']",Rated: 14+ (TV-14),2012 - Present,3 Seasons,Returning: Date TBA,"['Hulu', 'Funimation']",Country: Japan
How to Get Away with Murder,https://reelgood.com/show/how-to-get-away-with-murder-2014,8.1,85.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2014 - 2020,6 Seasons,Series Ended,"['Netflix', 'Hulu']",Country: America
Marvel's Jessica Jones,https://reelgood.com/show/marvels-jessica-jones-2015,7.9,85.0,"['Action & Adventure', 'Crime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2015 - 2019,3 Seasons,Series Ended,['Netflix'],Country: America
Schitt's Creek,https://reelgood.com/show/schitts-creek-2015,8.4,85.0,['Comedy'],Rated: 14+ (TV-14),2015 - 2020,6 Seasons,Series Ended,"['Netflix', 'Prime Video', 'fuboTV']",
The Twilight Zone,https://reelgood.com/show/the-twilight-zone-1959,9.0,85.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),1959 - 1964,5 Seasons,Series Ended,"['Netflix', 'Hulu', 'CBS All Access']",Country: America
The Twilight Zone,https://reelgood.com/show/the-twilight-zone-1959,7.8,67.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),1985 - 1964,5 Seasons,Series Ended,['CBS All Access'],
The Twilight Zone,https://reelgood.com/show/the-twilight-zone-1959,5.8,66.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['CBS All Access'],
New Girl,https://reelgood.com/show/new-girl-2011,7.7,85.0,['Comedy'],Rated: 14+ (TV-14),2011 - 2018,7 Seasons,Series Ended,['Netflix'],Country: America
Bodyguard,https://reelgood.com/show/bodyguard-2018,8.1,85.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2018 - 2018,1 Season,Series Ended,['Netflix'],Country: United Kingdom
The Shield,https://reelgood.com/show/the-shield-2002,8.7,85.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2002 - 2008,7 Seasons,Series Ended,['Hulu'],Country: America
Doom Patrol,https://reelgood.com/show/doom-patrol-2019,8.0,85.0,"['Action & Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX', 'DC Universe']",Country: America
Atlanta,https://reelgood.com/show/atlanta-2016,8.6,85.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2016 - Present,2 Seasons,Returning: Date TBA,['Hulu'],Country: America
Line of Duty,https://reelgood.com/show/line-of-duty-2012,8.7,85.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2012 - Present,5 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV', 'AMC Premiere', 'Hoopla', 'BritBox', 'AcornTV']",Country: United Kingdom
Watchmen,https://reelgood.com/show/watchmen,8.1,85.0,"['Action & Adventure', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - 2019,1 Season,Series Ended,"['HBO', 'HBO MAX']",Country: America
Pretty Little Liars,https://reelgood.com/show/pretty-little-liars-2010,7.4,85.0,"['Drama', 'Mystery']",Rated: 14+ (TV-14),2010 - 2017,7 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX']",Country: America
Succession,https://reelgood.com/show/succession-2018,8.6,85.0,['Drama'],Rated: 18+ (TV-MA),2018 - Present,2 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",Country: America
YOU,https://reelgood.com/show/you-2018,7.8,85.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: America
Bosch,https://reelgood.com/show/bosch-2014,8.4,85.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2014 - Present,6 Seasons,Returning: Date TBA,['Prime Video'],Country: America
Mr. Bean,https://reelgood.com/show/mr-bean-1990,8.5,84.0,"['Comedy', 'Family']",Rated: All (TV-G),1990 - 1995,1 Season,Series Ended,"['Hulu', 'Prime Video', 'BritBox']",
Friday Night Lights,https://reelgood.com/show/friday-night-lights-2006,8.6,84.0,"['Drama', 'Sport']",Rated: 14+ (TV-14),2006 - 2011,5 Seasons,Series Ended,"['Hulu', 'Starz']",Country: America
Deadwood,https://reelgood.com/show/deadwood-2004,8.6,84.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2004 - 2006,3 Seasons,Series Ended,"['HBO', 'HBO MAX']",Country: America
The Sinner,https://reelgood.com/show/the-sinner-2017,7.9,84.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2017 - Present,3 Seasons,Returning: Date TBA,"['Netflix', 'fuboTV']",Country: America
The Man in the High Castle,https://reelgood.com/show/the-man-in-the-high-castle-2015,8.0,84.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2015 - 2019,4 Seasons,Series Ended,['Prime Video'],Country: America
The Leftovers,https://reelgood.com/show/the-leftovers-2014,8.3,85.0,"['Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2014 - 2017,3 Seasons,Series Ended,"['HBO', 'HBO MAX']",Country: America
Ted Lasso,https://reelgood.com/show/ted-lasso-2020,8.6,84.0,"['Comedy', 'Drama', 'Sport']",Rated: 18+ (TV-MA),2020 - Present,1 Season,"Returns: Sep. 11, 2020",['Apple TV+'],
Marvel's The Punisher,https://reelgood.com/show/marvels-the-punisher-2017,8.5,84.0,"['Action & Adventure', 'Crime', 'Drama', 'Science-Fiction']",Rated: 18+ (TV-MA),2017 - 2019,2 Seasons,Series Ended,['Netflix'],Country: America
Altered Carbon,https://reelgood.com/show/altered-carbon-2018,8.1,84.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: America
Naruto Shippūden,https://reelgood.com/show/naruto-shippuden-2007,8.6,84.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy']",Rated: 7+ (TV-PG),2007 - 2017,24 Seasons,Series Ended,['Hulu'],Country: Japan
Elementary,https://reelgood.com/show/elementary-2012,7.9,84.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2012 - 2019,7 Seasons,Series Ended,['Hulu'],Country: America
Dead to Me,https://reelgood.com/show/dead-to-me-2019,8.0,84.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: America
Unorthodox,https://reelgood.com/show/unorthodox-2020,8.0,84.0,['Drama'],Rated: 18+ (TV-MA),2020 - 2020,1 Season,Series Ended,['Netflix'],Country: Germany
Death Note,https://reelgood.com/show/death-note-2006,9.0,84.0,"['Animation', 'Anime', 'Crime', 'Drama', 'Fantasy', 'Mystery']",Rated: 14+ (TV-14),2006 - 2007,1 Season,Series Ended,"['Netflix', 'Hulu', 'HBO', 'HBO MAX']",Country: Japan
Death Note,https://reelgood.com/show/death-note-2006,7.2,60.0,"['Action & Adventure', 'Crime', 'Drama']",,2015 - 2015,1 Season,Series Ended,"['Netflix', 'Hulu', 'HBO', 'HBO MAX']",Country: Japan
The Good Wife,https://reelgood.com/show/the-good-wife-2009,8.3,84.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2009 - 2016,7 Seasons,Series Ended,"['Prime Video', 'CBS All Access']",Country: America
Good Omens,https://reelgood.com/show/good-omens-2019,8.1,84.0,"['Comedy', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - 2019,1 Season,Series Ended,['Prime Video'],Country: United Kingdom
30 Rock,https://reelgood.com/show/30-rock-2006,8.2,84.0,['Comedy'],Rated: 14+ (TV-14),2006 - 2013,7 Seasons,Series Ended,"['Hulu', 'Prime Video']",Country: America
Bob's Burgers,https://reelgood.com/show/bobs-burgers-2011,8.1,84.0,"['Animation', 'Comedy']",Rated: 14+ (TV-14),2011 - Present,10 Seasons,"Returns: Sep. 28, 2020","['Hulu', 'fuboTV']",Country: America
Bates Motel,https://reelgood.com/show/bates-motel-2013,8.2,84.0,"['Crime', 'Drama', 'Horror', 'Mystery']",Rated: 14+ (TV-14),2013 - 2017,5 Seasons,Series Ended,['Netflix'],Country: America
Misfits,https://reelgood.com/show/misfits-2009,8.2,84.0,"['Comedy', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2009 - 2013,5 Seasons,Series Ended,['Hulu'],Country: United Kingdom
Chappelle's Show,https://reelgood.com/show/chappelles-show-2003,8.8,84.0,['Comedy'],Rated: 18+ (TV-MA),2003 - 2006,3 Seasons,Series Ended,"['fuboTV', 'CBS All Access', 'Hoopla']",
Teen Wolf,https://reelgood.com/show/teen-wolf-2011,7.6,84.0,"['Action & Adventure', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2011 - 2017,6 Seasons,Series Ended,['Prime Video'],Country: America
Elite,https://reelgood.com/show/elite-2018,7.6,84.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2018 - Present,3 Seasons,Returning: Date TBA,['Netflix'],
Tom Clancy's Jack Ryan,https://reelgood.com/show/jack-ryan-2018,8.1,84.0,"['Action & Adventure', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2018 - Present,2 Seasons,Returning: Date TBA,['Prime Video'],Country: America
Master of None,https://reelgood.com/show/master-of-none-2015,8.3,84.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2015 - 2017,2 Seasons,Series Ended,['Netflix'],Country: America
Upload,https://reelgood.com/show/upload-2020,8.0,84.0,"['Comedy', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,['Prime Video'],Country: America
The Pacific,https://reelgood.com/show/the-pacific-2010,8.3,84.0,"['Action & Adventure', 'Drama']",Rated: 18+ (TV-MA),2010 - 2010,1 Season,Series Ended,"['Prime Video', 'HBO', 'HBO MAX']",Country: America
Barry,https://reelgood.com/show/barry-2018,8.3,84.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2018 - Present,2 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",Country: America
The Office,https://reelgood.com/show/the-office-2001,8.9,93.0,['Comedy'],Rated: 14+ (TV-14),2005 - 2013,9 Seasons,Series Ended,['Netflix'],
The Office,https://reelgood.com/show/the-office-2001,8.5,84.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2001 - 2003,3 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'BritBox']",
Good Girls,https://reelgood.com/show/good-girls-2017,7.9,84.0,"['Comedy', 'Crime', 'Drama']",Rated: 14+ (TV-14),2018 - Present,3 Seasons,Returning: Date TBA,"['Netflix', 'Hulu', 'fuboTV']",
Taboo,https://reelgood.com/show/taboo-2017,8.4,84.0,"['Action & Adventure', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2017 - Present,1 Season,Returning: Date TBA,['Hulu'],Country: United Kingdom ...More CountriesUnited KingdomAmerica
Taboo,https://reelgood.com/show/taboo-2017,7.8,59.0,['Documentary'],Rated: 18+ (TV-MA),2003 - 2013,10 Seasons,Series Ended,['Hulu'],
Star Wars: The Clone Wars,https://reelgood.com/show/star-wars-the-clone-wars-2008,8.2,84.0,"['Action & Adventure', 'Animation', 'Children', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2008 - 2020,7 Seasons,Series Ended,['Disney+'],Country: America
Doctor Who,https://reelgood.com/show/doctor-who-2005,8.6,84.0,"['Action & Adventure', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2005 - Present,12 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",Country: United Kingdom
Doctor Who,https://reelgood.com/show/doctor-who-2005,8.4,74.0,"['Action & Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),1963 - 2013,27 Seasons,Series Ended,['BritBox'],Country: United Kingdom
Kingdom,https://reelgood.com/show/kingdom-2014,8.4,85.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: South Korea
Kingdom,https://reelgood.com/show/kingdom-2014,8.5,84.0,"['Drama', 'Sport']",Rated: 18+ (TV-MA),2014 - 2017,3 Seasons,Series Ended,['Netflix'],Country: America
Kingdom,https://reelgood.com/show/kingdom-2014,7.9,58.0,"['Comedy', 'Drama']",,2007 - 2009,3 Seasons,Series Ended,"['Hulu', 'AcornTV']",
Kingdom,https://reelgood.com/show/kingdom-2014,8.0,55.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama']",Rated: 14+ (TV-14),2012 - Present,3 Seasons,Returning: Date TBA,"['Hulu', 'Funimation']",Country: Japan
Making a Murderer,https://reelgood.com/show/making-a-murderer-2015,8.6,84.0,"['Crime', 'Documentary']",Rated: 14+ (TV-14),2015 - 2018,2 Seasons,Series Ended,['Netflix'],Country: America
One Piece,https://reelgood.com/show/one-piece-1999,8.7,83.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy']",Rated: 7+ (TV-PG),1999 - Present,19 Seasons,Returning: Date TBA,"['Netflix', 'Hulu', 'Crunchyroll', 'Funimation']",Country: Japan
American Horror Story,https://reelgood.com/show/american-horror-story-2011,8.0,84.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2011 - Present,9 Seasons,Returning: Date TBA,"['Netflix', 'Hulu', 'Prime Video']",Country: America
Pushing Daisies,https://reelgood.com/show/pushing-daisies-2007,8.3,83.0,"['Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2007 - 2009,2 Seasons,Series Ended,"['Netflix', 'Hulu', 'Prime Video']",Country: America
11.22.63,https://reelgood.com/show/112263-2016,8.2,83.0,"['Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2016 - 2016,1 Season,Series Ended,['Hulu'],Country: America
Gotham,https://reelgood.com/show/gotham-2014,7.8,83.0,"['Action & Adventure', 'Crime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2014 - 2019,5 Seasons,Series Ended,['Netflix'],Country: America
Lovecraft Country,https://reelgood.com/show/lovecraft-country-2020,7.4,83.0,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2020 - Present,1 Season,"Returns: Sep. 14, 2020","['HBO', 'HBO MAX']",Country: America
Bones,https://reelgood.com/show/bones-2005,7.8,83.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2005 - 2017,12 Seasons,Series Ended,"['Hulu', 'Prime Video']",Country: America
Ash vs Evil Dead,https://reelgood.com/show/ash-vs-evil-dead-2015,8.4,83.0,"['Action & Adventure', 'Comedy', 'Fantasy', 'Horror']",Rated: 18+ (TV-MA),2015 - 2018,3 Seasons,Series Ended,"['Netflix', 'Starz']",Country: America
The Night Manager,https://reelgood.com/show/the-night-manager-2016,8.1,83.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2016 - 2016,1 Season,Series Ended,['Prime Video'],Country: United Kingdom
After Life,https://reelgood.com/show/after-life-2019,8.4,83.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: United Kingdom
Grimm,https://reelgood.com/show/grimm-2011,7.8,83.0,"['Action & Adventure', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery']",Rated: 14+ (TV-14),2011 - 2017,6 Seasons,Series Ended,['Prime Video'],Country: America
Our Planet,https://reelgood.com/show/our-planet-2019,9.3,83.0,['Documentary'],Rated: 7+ (TV-PG),2019 - 2019,1 Season,Series Ended,['Netflix'],Country: United Kingdom
One-Punch Man,https://reelgood.com/show/one-punch-man-2015,8.8,83.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2015 - Present,2 Seasons,Returning: Date TBA,"['Netflix', 'Hulu']",Country: Japan
Banshee,https://reelgood.com/show/banshee-2013,8.4,83.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2013 - 2016,4 Seasons,Series Ended,['Cinemax'],Country: America
Hunter x Hunter,https://reelgood.com/show/hunter-x-hunter-2011,8.9,83.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Crime', 'Documentary', 'Drama', 'Family', 'Fantasy']",Rated: 14+ (TV-14),2011 - 2014,6 Seasons,Series Ended,"['Netflix', 'Hulu', 'HBO', 'HBO MAX']",Country: Japan
Atypical,https://reelgood.com/show/atypical-2017,8.3,83.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2017 - Present,3 Seasons,Returning: Date TBA,['Netflix'],Country: America
Frasier,https://reelgood.com/show/frasier-1993,8.0,83.0,['Comedy'],Rated: 7+ (TV-PG),1993 - 2004,11 Seasons,Series Ended,"['Hulu', 'Peacock', 'CBS All Access']",Country: America
Russian Doll,https://reelgood.com/show/russian-doll-2019,7.9,83.0,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: America
Steins;Gate,https://reelgood.com/show/steinsgate-2011,8.8,83.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2011 - 2018,2 Seasons,Series Ended,"['Hulu', 'Funimation']",Country: Japan
