ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Cagney & Lacey,https://reelgood.com/show/cagney-and-lacey-1982,6.7,56.0,"['Crime', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),1982 - 1988,7 Seasons,Series Ended,"['Prime Video', 'CBS All Access']",Country: America
ID: INVADED,https://reelgood.com/show/id-invaded-2020,7.6,56.0,"['Action & Adventure', 'Animation', 'Anime', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2020 - 2020,1 Season,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Connected,https://reelgood.com/show/connected-2020,,57.0,"['Action & Adventure', 'Animation', 'Comedy', 'Documentary', 'Family', 'Science-Fiction']",,2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Bobby's World,https://reelgood.com/show/bobbys-world-1990,7.3,56.0,"['Animation', 'Family']",Rated: All (TV-G),1990 - 1998,7 Seasons,Series Ended,['Prime Video'],
Baghdad Central,https://reelgood.com/show/baghdad-central-2020,7.2,56.0,"['Action & Adventure', 'Crime', 'Drama']",,2020 - Present,1 Season,Returning: Date TBA,['Hulu'],Country: United Kingdom
Criminal: France,https://reelgood.com/show/criminal-france-2019,7.2,56.0,"['Crime', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: France
OutDaughtered,https://reelgood.com/show/outdaughtered-2016,7.0,56.0,"['Family', 'Reality']",Rated: 7+ (TV-PG),2016 - Present,8 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",Country: America
Plunderer,https://reelgood.com/show/plunderer-2020,6.2,56.0,"['Action & Adventure', 'Animation', 'Anime', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2020 - 2020,1 Season,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Pingu,https://reelgood.com/show/pingu-1986,7.4,55.0,"['Animation', 'Children', 'Comedy', 'Family']",Rated: All (TV-G),1986 - 2006,6 Seasons,Series Ended,['Prime Video'],Country: United Kingdom ...More CountriesUnited KingdomSwitzerland
Tyler Perry's Sistas,https://reelgood.com/show/tyler-perrys-sistas-2019,4.7,56.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2019 - Present,1 Season,"Returns: Oct. 15, 2020",['fuboTV'],
Games People Play,https://reelgood.com/show/games-people-play-2019,6.2,56.0,"['Drama', 'Sport']",Rated: 14+ (TV-14),2019 - Present,1 Season,Returning: Date TBA,['BET+'],
Watchmen: Motion Comic,https://reelgood.com/show/watchmen-motion-comic-2008,8.6,56.0,"['Action & Adventure', 'Animation', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2008 - 2009,1 Season,Series Ended,['DC Universe'],
Richard Hammond's Big,https://reelgood.com/show/richard-hammonds-big-2020,8.1,56.0,['Documentary'],,2020 - Present,1 Season,Returning: Date TBA,['fuboTV'],
The World is Still Beautiful,https://reelgood.com/show/the-world-is-still-beautiful-2014,7.5,56.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science-Fiction']",,2014 - 2014,1 Season,Series Ended,['fuboTV'],
Fate/Apocrypha,https://reelgood.com/show/fateapocrypha-2017,6.5,56.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2017 - 2017,1 Season,Series Ended,['Netflix'],Country: Japan
My Life Is Murder,https://reelgood.com/show/my-life-is-murder-2019,7.4,56.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2019 - Present,1 Season,Returning: Date TBA,['Hoopla'],
MECH-X4,https://reelgood.com/show/mech-x4-2016,6.2,56.0,"['Action & Adventure', 'Comedy', 'Family', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),2016 - Present,3 Seasons,Returning: Date TBA,['Disney+'],Country: Canada
The Sweeney,https://reelgood.com/show/the-sweeney-1975,8.0,55.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama']",Rated: 7+ (TV-PG),1975 - 1978,4 Seasons,Series Ended,['BritBox'],Country: United Kingdom
Ultimate Beastmaster,https://reelgood.com/show/ultimate-beastmaster-2017,7.3,56.0,"['Action & Adventure', 'Family', 'Game Show', 'Reality']",Rated: All (TV-G),2017 - Present,3 Seasons,Returning: Date TBA,['Netflix'],Country: America
Teen Mom OG,https://reelgood.com/show/teen-mom-2009,3.6,56.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2009 - Present,18 Seasons,Returning: Date TBA,"['Prime Video', 'fuboTV', 'CBS All Access', 'Hoopla']",Country: America
Hiiro no Kakera - The Tamayori Princess Saga,https://reelgood.com/show/hiiro-no-kakera-2012,7.0,56.0,"['Animation', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2012 - 2012,2 Seasons,Series Ended,"['Prime Video', 'fuboTV', 'CBS All Access', 'Hoopla']",
The Incredible Journey of Mary Bryant,https://reelgood.com/show/the-incredible-journey-of-mary-bryant-2005,7.4,56.0,"['Action & Adventure', 'Drama']",Rated: 18+ (TV-MA),2005 - 2007,1 Season,Series Ended,"['Hoopla', 'AcornTV']",Country: Australia ...More CountriesAustraliaUnited Kingdom
Marriage Boot Camp: Reality Stars,https://reelgood.com/show/marriage-boot-camp-reality-stars-2014,4.5,56.0,['Reality'],Rated: 14+ (TV-14),2014 - Present,16 Seasons,Returning: Date TBA,['Hulu'],
Three Sheets,https://reelgood.com/show/three-sheets-2006,8.2,56.0,"['Comedy', 'Documentary']",Rated: 18+ (TV-MA),2006 - 2010,4 Seasons,Series Ended,['Hulu'],
Family Affair,https://reelgood.com/show/family-affair-1966,6.9,56.0,"['Comedy', 'Family']",Rated: All (TV-G),1966 - 1971,5 Seasons,Series Ended,['Hoopla'],Country: America
Witchblade,https://reelgood.com/show/witchblade-2000,7.1,52.0,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2006 - 2006,1 Season,Series Ended,"['Hulu', 'Funimation']",
Maken-Ki! Battling Venus,https://reelgood.com/show/maken-ki-2011,6.2,56.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy']",Rated: 18+ (TV-MA),2011 - 2016,2 Seasons,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Phantom: Requiem for the Phantom,https://reelgood.com/show/phantom-requiem-for-the-phantom-2009,7.7,56.0,"['Action & Adventure', 'Animation', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2009 - 2009,1 Season,Series Ended,['Funimation'],
Axe Cop,https://reelgood.com/show/axe-cop-2013,7.4,56.0,"['Action & Adventure', 'Animation', 'Comedy', 'Science-Fiction']",Rated: 18+ (TV-MA),2013 - 2015,2 Seasons,Series Ended,['Hulu'],Country: America
The Big Valley,https://reelgood.com/show/the-big-valley-1965,7.6,56.0,,Rated: 7+ (TV-PG),1965 - 1969,4 Seasons,Series Ended,['Starz'],
Restaurant: Impossible,https://reelgood.com/show/restaurant-impossible-2011,6.8,56.0,"['Food', 'Reality']",Rated: All (TV-G),2011 - Present,17 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Hunter Street,https://reelgood.com/show/hunter-street-2017,6.9,56.0,"['Action & Adventure', 'Comedy', 'Family', 'Mystery']",Rated: All (TV-G),2017 - Present,3 Seasons,Returning: Date TBA,['Hulu'],
Bobcat Goldthwait's Misfits & Monsters,https://reelgood.com/show/bobcat-goldthwaits-misfits-monsters-2018,6.7,56.0,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Science-Fiction']",,2018 - Present,1 Season,Returning: Date TBA,['Hulu'],
Sex Life,https://reelgood.com/show/sex-life-2019,5.4,56.0,['Documentary'],Rated: 18+ (TV-MA),2019 - Present,2 Seasons,Returning: Date TBA,['Epix'],
Born to Kill,https://reelgood.com/show/born-to-kill-2017,7.2,56.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2017 - 2017,1 Season,Series Ended,['Epix'],Country: United Kingdom
Emmerdale,https://reelgood.com/show/emmerdale-1972,4.8,56.0,['Drama'],Rated: 7+ (TV-PG),1972 - Present,51 Seasons,Returning: Date TBA,"['Prime Video', 'BritBox']",
Extinct or Alive,https://reelgood.com/show/extinct-or-alive-2018,7.3,56.0,"['Action & Adventure', 'Documentary', 'Mystery']",Rated: 7+ (TV-PG),2018 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Death March to the Parallel World Rhapsody,https://reelgood.com/show/death-march-to-the-parallel-world-rhapsody-2018,6.6,56.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2018 - 2018,1 Season,Series Ended,"['Crunchyroll', 'Funimation']",
Leila,https://reelgood.com/show/leila-2019,4.7,56.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2019 - 2019,1 Season,Series Ended,['Netflix'],
Chobits,https://reelgood.com/show/chobits-2002,7.4,56.0,"['Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2002 - 2002,1 Season,Series Ended,['Funimation'],Country: Japan
Billy on the Street,https://reelgood.com/show/billy-on-the-street-2011,7.7,56.0,"['Comedy', 'Game Show', 'Stand-up & Talk']",Rated: 14+ (TV-14),2011 - Present,6 Seasons,Returning: Date TBA,"['Netflix', 'Hulu']",Country: America
Tim and Eric's Bedtime Stories,https://reelgood.com/show/tim-and-erics-bedtime-stories-2013,7.9,56.0,"['Comedy', 'Horror']",Rated: 18+ (TV-MA),2014 - 2017,3 Seasons,Series Ended,['Hulu'],Country: America
Secret Celebrity RuPaul's Drag Race,https://reelgood.com/show/secret-celebrity-rupauls-drag-race-2020,7.2,56.0,"['LGBTQ', 'Reality']",,2020 - Present,1 Season,Returning: Date TBA,['Hulu'],
Pandemic: How to Prevent an Outbreak,https://reelgood.com/show/pandemic-how-to-prevent-an-outbreak-2020,6.3,56.0,['Documentary'],Rated: 14+ (TV-14),2020 - 2020,1 Season,Series Ended,['Netflix'],
East Los High,https://reelgood.com/show/east-los-high-2013,7.1,56.0,['Drama'],Rated: 14+ (TV-14),2013 - 2017,5 Seasons,Series Ended,['Hulu'],
The Neighborhood,https://reelgood.com/show/the-neighborhood-2018,6.4,56.0,"['Comedy', 'Documentary', 'Drama']",Rated: 7+ (TV-PG),2018 - Present,2 Seasons,Returning: Date TBA,"['fuboTV', 'CBS All Access']",
The Neighborhood,https://reelgood.com/show/the-neighborhood-2018,4.6,34.0,['Drama'],,2019 - Present,2 Seasons,Returning: Date TBA,['CBS All Access'],
"Problem Children Are Coming from Another World, Aren't They?",https://reelgood.com/show/problem-children-are-coming-from-another-world-arent-they-2013,7.3,55.0,"['Animation', 'Anime', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2013 - 2013,1 Season,Series Ended,['CBS All Access'],Country: Japan
The Commish,https://reelgood.com/show/the-commish-1991,7.1,56.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),1991 - 1996,5 Seasons,Series Ended,['Hulu'],Country: America
Karma,https://reelgood.com/show/karma-2020,6.8,55.0,['Action & Adventure'],,2020 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Party Down South,https://reelgood.com/show/party-down-south-2014,5.7,56.0,['Reality'],Rated: 14+ (TV-14),2014 - Present,5 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",
The Super Mario Bros. Super Show!,https://reelgood.com/show/the-super-mario-bros-super-show-1989,6.2,56.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),1989 - 1989,2 Seasons,Series Ended,['Netflix'],
Coop & Cami Ask The World,https://reelgood.com/show/coop-and-cami-ask-the-world-2018,5.8,56.0,"['Action & Adventure', 'Children', 'Comedy', 'Family']",Rated: All (TV-G),2018 - Present,2 Seasons,Returning: Date TBA,"['Disney+', 'fuboTV']",Country: America
Angels of Death,https://reelgood.com/show/angels-of-death-2018,6.3,55.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Horror', 'Mystery']",Rated: 18+ (TV-MA),2018 - 2018,1 Season,Series Ended,"['Hulu', 'Funimation']",Country: Japan
First Team: Juventus,https://reelgood.com/show/first-team-juventus-2018,7.4,56.0,"['Documentary', 'Reality', 'Sport']",,2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: America
Home,https://reelgood.com/show/home-2020,7.3,55.0,"['Documentary', 'Home & Garden']",Rated: 7+ (TV-PG),2020 - Present,1 Season,Returning: Date TBA,['Apple TV+'],
Home,https://reelgood.com/show/home-2020,7.9,50.0,"['Comedy', 'Drama']",,2019 - Present,2 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",
The Indian Detective,https://reelgood.com/show/the-indian-detective-2017,6.5,56.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",,2017 - 2017,1 Season,Series Ended,['Netflix'],Country: Canada
Small Island,https://reelgood.com/show/small-island-2009,7.4,55.0,['Drama'],Rated: 18+ (TV-MA),2009 - 2009,1 Season,Series Ended,"['Hoopla', 'BritBox']",Country: United Kingdom
Love Island Australia,https://reelgood.com/show/love-island-australia-2018,5.4,56.0,['Reality'],Rated: 18+ (TV-MA),2018 - Present,2 Seasons,Returning: Date TBA,['Hulu'],Country: Australia
Ice Fantasy,https://reelgood.com/show/ice-fantasy-2016,7.1,55.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - 2017,2 Seasons,Series Ended,['Netflix'],
Emily's Wonder Lab,https://reelgood.com/show/emilys-wonder-lab-2020,9.0,55.0,['Family'],Rated: All (TV-G),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Wicked Tuna,https://reelgood.com/show/wicked-tuna-2012,6.6,56.0,"['Action & Adventure', 'Drama', 'Reality']",Rated: 14+ (TV-14),2012 - Present,9 Seasons,Returning: Date TBA,['Disney+'],
Teen Mom 2,https://reelgood.com/show/teen-mom-2-2011,4.3,55.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2011 - Present,15 Seasons,"Returns: Sep. 9, 2020","['Prime Video', 'fuboTV', 'CBS All Access', 'Hoopla']",Country: America
Empress Ki,https://reelgood.com/show/empress-ki-2013,7.8,56.0,"['Action & Adventure', 'Drama']",Rated: All (TV-G),2013 - 2017,1 Season,Series Ended,['Prime Video'],Country: South Korea
Tales of Wells Fargo,https://reelgood.com/show/tales-of-wells-fargo-1957,7.8,56.0,,Rated: 14+ (TV-14),1957 - 1962,6 Seasons,Series Ended,['Starz'],
Top Shot,https://reelgood.com/show/top-shot-2010,7.6,56.0,"['Reality', 'Sport']",Rated: 7+ (TV-PG),2010 - 2013,5 Seasons,Series Ended,['Hoopla'],Country: America
The Mummy: The Animated Series,https://reelgood.com/show/the-mummy-the-animated-series-2001,6.1,56.0,"['Action & Adventure', 'Animation', 'Children', 'Fantasy', 'Horror', 'Mystery']",Rated: 7+ (TV-PG),2001 - 2003,2 Seasons,Series Ended,['Hoopla'],Country: America
D.Gray-man Hallow,https://reelgood.com/show/dgray-man-hallow-2016,7.7,56.0,"['Action & Adventure', 'Animation', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - Present,2 Seasons,Returning: Date TBA,['Hulu'],
Prop Culture,https://reelgood.com/show/prop-culture-2020,8.3,55.0,['Documentary'],Rated: 7+ (TV-PG),2020 - Present,1 Season,Returning: Date TBA,['Disney+'],
The Kill Point,https://reelgood.com/show/the-kill-point-2007,7.3,56.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2007 - 2007,1 Season,Series Ended,['Disney+'],Country: America
Twogether,https://reelgood.com/show/twogether-2020,8.6,56.0,"['Food', 'Reality', 'Travel']",,2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Once Upon a Time in Lingjian Mountain,https://reelgood.com/show/once-upon-a-time-in-lingjian-mountain-2019,7.6,55.0,"['Action & Adventure', 'Comedy', 'Drama', 'Fantasy']",Rated: All (TV-G),2019 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
The Exes,https://reelgood.com/show/the-exes-2011,6.7,56.0,['Comedy'],Rated: 7+ (TV-PG),2011 - 2015,4 Seasons,Series Ended,['Netflix'],
Match Game,https://reelgood.com/show/match-game-1973,8.3,56.0,"['Comedy', 'Family', 'Game Show']",Rated: 7+ (TV-PG),1973 - 1978,10 Seasons,Series Ended,"['Hulu', 'Prime Video']",Country: America
Match Game,https://reelgood.com/show/match-game-1973,6.1,51.0,"['Comedy', 'Game Show']",Rated: 7+ (TV-PG),2016 - Present,5 Seasons,"Returns: Sep. 24, 2020",['Hulu'],Country: America
Abandoned,https://reelgood.com/show/abandoned-2016,8.4,56.0,"['Documentary', 'Reality', 'Travel']",Rated: 14+ (TV-14),2016 - Present,2 Seasons,Returning: Date TBA,['Hulu'],Country: America
Abandoned,https://reelgood.com/show/abandoned-2016,,44.0,['Reality'],,2012 - Present,1 Season,Returning: Date TBA,['Hulu'],
The Beast,https://reelgood.com/show/the-beast-2009,7.8,56.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2009 - 2009,1 Season,Series Ended,['Hulu'],Country: America
The Heroic Legend of Arslan,https://reelgood.com/show/the-heroic-legend-of-arslan-2015,7.6,55.0,"['Action & Adventure', 'Animation', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2015 - 2016,2 Seasons,Series Ended,['Funimation'],
"Signed, Sealed, Delivered",https://reelgood.com/show/signed-sealed-delivered-2014,7.5,55.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Mystery']",Rated: All (TV-G),2014 - 2014,1 Season,Series Ended,['Hallmark Movies Now'],
Barefoot Contessa,https://reelgood.com/show/barefoot-contessa-2002,6.3,55.0,"['Documentary', 'Food', 'Home & Garden']",Rated: All (TV-G),2002 - Present,27 Seasons,Returning: Date TBA,['Hallmark Movies Now'],
Wasteland,https://reelgood.com/show/wasteland-2016,8.1,56.0,"['Crime', 'Drama', 'Mystery']",,2016 - 2016,1 Season,Series Ended,['HBO'],
Iron Chef America,https://reelgood.com/show/iron-chef-america-2005,7.1,56.0,"['Food', 'Game Show', 'Reality']",Rated: All (TV-G),2005 - Present,13 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
T.O.T.S.,https://reelgood.com/show/tots-2019,7.1,56.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",Rated: All (TV-G),2019 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Brynhildr in the Darkness,https://reelgood.com/show/brynhildr-in-the-darkness-2014,6.8,56.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2014 - 2014,1 Season,Series Ended,['fuboTV'],
Bloodride,https://reelgood.com/show/bloodride-2020,6.4,56.0,"['Comedy', 'Horror']",Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: Norway
Charles in Charge,https://reelgood.com/show/charles-in-charge-1984,6.1,56.0,"['Comedy', 'Family']",Rated: All (TV-G),1984 - 1990,5 Seasons,Series Ended,['Netflix'],Country: America
Halfworlds,https://reelgood.com/show/halfworlds-2016,6.2,55.0,"['Fantasy', 'Horror', 'Mystery']",,2015 - Present,2 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",
The Last Defense,https://reelgood.com/show/the-last-defense-2018,7.3,57.0,"['Crime', 'Documentary']",,2018 - 2018,1 Season,Series Ended,['Hulu'],
Honey and Clover,https://reelgood.com/show/honey-and-clover-2005,7.9,57.0,"['Animation', 'Anime', 'Comedy', 'Drama']",Rated: 14+ (TV-14),2005 - 2006,2 Seasons,Series Ended,['Hulu'],Country: Japan
The Quad,https://reelgood.com/show/the-quad-2017,6.4,55.0,['Drama'],Rated: 14+ (TV-14),2017 - 2018,2 Seasons,Series Ended,['BET+'],Country: America
The Mind of a Chef,https://reelgood.com/show/the-mind-of-a-chef-2012,8.0,55.0,"['Documentary', 'Food']",Rated: 7+ (TV-PG),2012 - Present,6 Seasons,Returning: Date TBA,['BET+'],
Incomplete Life,https://reelgood.com/show/incomplete-life-2014,8.6,56.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2014 - 2014,1 Season,Series Ended,['Netflix'],
That Girl,https://reelgood.com/show/that-girl-1966,7.1,55.0,['Comedy'],Rated: 7+ (TV-PG),1966 - 1971,5 Seasons,Series Ended,['Prime Video'],
[C] The Money of Soul and Possibility Control,https://reelgood.com/show/c-the-money-of-soul-and-possibility-control-2011,6.7,56.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2011 - 2011,1 Season,Series Ended,['Funimation'],Country: Japan
Handy Manny,https://reelgood.com/show/handy-manny-2006,5.5,56.0,"['Animation', 'Children', 'Comedy', 'Family']",Rated: All (TV-G),2006 - 2013,4 Seasons,Series Ended,"['Hulu', 'Disney+']",Country: America
Deltora Quest,https://reelgood.com/show/deltora-quest-2007,7.0,55.0,"['Action & Adventure', 'Animation', 'Family', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),2007 - 2015,2 Seasons,Series Ended,['Prime Video'],
Teachers,https://reelgood.com/show/teachers-2001,6.4,55.0,['Comedy'],Rated: 14+ (TV-14),2016 - 2019,3 Seasons,Series Ended,['Hoopla'],Country: America
Teachers,https://reelgood.com/show/teachers-2001,7.8,55.0,"['Comedy', 'Drama']",Rated: 7+ (TV-PG),2001 - 2004,4 Seasons,Series Ended,['Hoopla'],Country: United Kingdom
Family Business,https://reelgood.com/show/family-business-2019,7.2,55.0,['Comedy'],Rated: 14+ (TV-14),2019 - Present,1 Season,"Returns: Sep. 11, 2020",['Netflix'],
Durham County,https://reelgood.com/show/durham-county-2007,7.4,55.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2007 - 2010,3 Seasons,Series Ended,['Prime Video'],Country: Canada
School Babysitters,https://reelgood.com/show/school-babysitters-2018,7.3,56.0,"['Animation', 'Anime', 'Comedy', 'Drama']",Rated: 14+ (TV-14),2018 - 2018,2 Seasons,Series Ended,['Prime Video'],Country: Japan
Final Fantasy XIV: Dad of Light,https://reelgood.com/show/final-fantasy-xiv-dad-of-light-2017,7.2,56.0,"['Drama', 'Family']",Rated: 7+ (TV-PG),2017 - 2017,1 Season,Series Ended,['Netflix'],Country: Japan
Disappeared,https://reelgood.com/show/disappeared-2010,8.0,55.0,"['Crime', 'Documentary', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2010 - Present,9 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Zoboomafoo,https://reelgood.com/show/zoboomafoo-1999,7.5,56.0,"['Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),1999 - 2001,3 Seasons,Series Ended,"['Prime Video', 'Hoopla']",
The Last Detective,https://reelgood.com/show/the-last-detective-2003,7.7,55.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",,2003 - 2007,5 Seasons,Series Ended,"['BritBox', 'AcornTV']",Country: United Kingdom
Rocco Schiavone,https://reelgood.com/show/rocco-schiavone-2016,7.6,55.0,"['Crime', 'Drama']",Rated: 7+ (TV-PG),2016 - Present,3 Seasons,Returning: Date TBA,['Starz'],
Kidnapped,https://reelgood.com/show/kidnapped-2006,7.6,55.0,"['Action & Adventure', 'Crime', 'Drama']",,2006 - 2007,1 Season,Series Ended,['Starz'],Country: America
Blood-C,https://reelgood.com/show/blood-c-2011,6.3,56.0,"['Action & Adventure', 'Animation', 'Anime', 'Fantasy', 'Horror', 'Mystery']",Rated: 18+ (TV-MA),2011 - 2011,1 Season,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Carol's Second Act,https://reelgood.com/show/carols-second-act-2019,5.6,55.0,['Comedy'],Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['CBS All Access'],Country: America
The Young Riders,https://reelgood.com/show/the-young-riders-1989,7.8,56.0,['Drama'],Rated: 7+ (TV-PG),1989 - 1992,3 Seasons,Series Ended,['Prime Video'],
Home and Away,https://reelgood.com/show/home-and-away-1988,5.1,56.0,['Drama'],Rated: 7+ (TV-PG),1988 - Present,33 Seasons,"Returns: Sep. 8, 2020",['Prime Video'],
Adventures of Superman,https://reelgood.com/show/adventures-of-superman-1952,7.7,55.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),1952 - 1958,6 Seasons,Series Ended,['DC Universe'],Country: America
Bachelor in Paradise,https://reelgood.com/show/bachelor-in-paradise-2014,5.2,56.0,['Reality'],Rated: 14+ (TV-14),2014 - Present,6 Seasons,Returning: Date TBA,"['Hulu', 'HBO', 'HBO MAX']",
Ah! My Goddess,https://reelgood.com/show/ah-my-goddess-2005,7.4,57.0,"['Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy']",Rated: 14+ (TV-14),2005 - 2007,2 Seasons,Series Ended,['Funimation'],Country: Japan
The Border,https://reelgood.com/show/the-border-2008,6.9,56.0,"['Action & Adventure', 'Crime', 'Drama', 'Family']",Rated: 7+ (TV-PG),2008 - 2010,3 Seasons,Series Ended,['Prime Video'],Country: Canada
The Bride of the Water God,https://reelgood.com/show/bride-of-the-water-god-2017,6.8,56.0,"['Drama', 'Fantasy']",,2017 - 2017,1 Season,Series Ended,['Netflix'],Country: South Korea
The Principal,https://reelgood.com/show/the-principal-2015,7.5,55.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2015 - 2015,1 Season,Series Ended,['Prime Video'],Country: Australia
Monty Python: Almost the Truth (The Lawyer's Cut),https://reelgood.com/show/monty-python-almost-the-truth-2009,8.1,56.0,"['Comedy', 'Documentary']",Rated: 7+ (TV-PG),2009 - 2009,1 Season,Series Ended,['Netflix'],Country: America
Hitmen,https://reelgood.com/show/hitmen-2020,4.9,56.0,"['Comedy', 'Crime']",,2020 - Present,1 Season,Returning: Date TBA,['Peacock'],
"Hi Bye, Mama!",https://reelgood.com/show/hi-bye-mama-2020,8.0,56.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science-Fiction']",,2020 - 2020,1 Season,Series Ended,['Netflix'],Country: South Korea
Tunnel,https://reelgood.com/show/tunnel-2017,8.3,56.0,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2017 - 2017,1 Season,Series Ended,['Netflix'],Country: South Korea
Superior Donuts,https://reelgood.com/show/superior-donuts-2017,6.4,56.0,['Comedy'],Rated: 18+ (TV-MA),2017 - 2018,2 Seasons,Series Ended,['CBS All Access'],Country: America
The Sound of Your Heart,https://reelgood.com/show/the-sound-of-your-heart-2016,8.3,55.0,"['Comedy', 'Drama', 'Family', 'Reality']",,2016 - 2017,1 Season,Series Ended,['Netflix'],
Morocco: Love in Times of War,https://reelgood.com/show/tiempos-de-guerra-2017,7.7,56.0,['Drama'],,2017 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: Spain
The Prisoner,https://reelgood.com/show/the-prisoner-2009,8.4,76.0,"['Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),1967 - 1968,1 Season,Series Ended,['AMC Premiere'],Country: United Kingdom
